job_id,title,role_bucket,skill
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,Agile
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,CI/CD
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,Git
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,Java
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,Jenkins
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,MySQL
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,Oracle
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,Python
3884431437,SRE/DevOps Support Engineer (W2),DevOps & Cloud,SQL
3884431567,ServiceNow Developer,Software Engineering,Angular
3884431567,ServiceNow Developer,Software Engineering,Java
3884431567,ServiceNow Developer,Software Engineering,JavaScript
3884431567,ServiceNow Developer,Software Engineering,SQL
3884431568,Information Security Manager,Security,Azure
3884431576,Senior Developer – React Native,Software Engineering,CI/CD
3884431576,Senior Developer – React Native,Software Engineering,Communication
3884431576,Senior Developer – React Native,Software Engineering,JavaScript
3884431576,Senior Developer – React Native,Software Engineering,React
3884431576,Senior Developer – React Native,Software Engineering,React Native
3884431580,Azure Data Engineer,Data & Analytics,Azure
3884431580,Azure Data Engineer,Data & Analytics,Communication
3884431580,Azure Data Engineer,Data & Analytics,Databricks
3884431580,Azure Data Engineer,Data & Analytics,ETL
3884431580,Azure Data Engineer,Data & Analytics,Python
3884431580,Azure Data Engineer,Data & Analytics,SQL
3884431580,Azure Data Engineer,Data & Analytics,Spark
3884431726, Junior ETL QA Test Engineer,Quality Assurance,AWS
3884431726, Junior ETL QA Test Engineer,Quality Assurance,Agile
3884431726, Junior ETL QA Test Engineer,Quality Assurance,Airflow
3884431726, Junior ETL QA Test Engineer,Quality Assurance,Azure
3884431726, Junior ETL QA Test Engineer,Quality Assurance,Communication
3884431726, Junior ETL QA Test Engineer,Quality Assurance,ETL
3884431726, Junior ETL QA Test Engineer,Quality Assurance,Oracle
3884431726, Junior ETL QA Test Engineer,Quality Assurance,Python
3884431726, Junior ETL QA Test Engineer,Quality Assurance,SQL
3884431769,Senior Investigator/Tester/Teacher,Quality Assurance,Excel
3884431792,Sr. Business Analyst/Tester,Quality Assurance,Agile
3884431792,Sr. Business Analyst/Tester,Quality Assurance,Excel
3884431792,Sr. Business Analyst/Tester,Quality Assurance,JMeter
3884431792,Sr. Business Analyst/Tester,Quality Assurance,Java
3884431792,Sr. Business Analyst/Tester,Quality Assurance,JavaScript
